0.763065577,0.999217391
0.735005081,0.99918437
0.745311618,0.999356985
0.681502104,0.999436677
0.583839238,0.999580383
0.619534194,0.999405444
0.532083333,0.999354541
0.632305562,0.999463856
0.414173007,0.999805868
0.371719509,0.999546647
0.341804504,0.999757588
0.186516523,0.999908209
0.0981675163,0.999959886
0.0,1.0
0.977181911,0.998513699
0.904167235,0.99841392
1.0,0.917828619
0.899943709,0.14948076
0.774411798,0.00173474895
0.737287283,0.0
0.978283048,0.938328445
0.946629524,0.550780833
0.758039176,0.157284439
0.79562974,0.973962784
0.785991132,0.940475762
0.785976589,0.940417171
0.785948575,0.940303147
0.918206155,0.937593937
0.867981136,0.660416901
0.809891403,0.542194426
0.802869022,0.535104752
0.773902595,0.978376091
0.769068122,0.961433709
0.769055605,0.961375356
0.769030631,0.961259544
0.888844907,0.940361738
0.841939926,0.736794055
0.823220015,0.695956886
0.818762839,0.68839097
0.760631323,0.981044173
0.757807732,0.971011937
0.75779587,0.970953405
0.757772863,0.970836759
0.734276474,0.987057269














































